gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,direct_seed_senders,seed_reach_4,pagerank,betweenness_unweighted,cluster_id_example,component_id
100000008650785100,0,True,2,2,92000.0,120120.0,2,2,1.3056521739130436,1,4,0.0006125210138081811,2.2423618681972056e-05,2,0
100000008654653100,0,True,0,1,0.0,54000.0,0,1,,0,0,0.0002855692942172909,0.0,2,0
100000008659445100,0,True,3,4,138490.0,875150.0,7,18,6.319228825185934,0,0,0.0024238038911821246,9.90734256935437e-07,69,4
100000008669037100,0,True,0,0,0.0,0.0,0,0,,0,0,0.0002855692942172909,0.0,103,33
100000008673001100,0,True,1,0,80000.0,0.0,1,0,0.0,1,1,0.0004689783107025115,0.0,23,0
100000008680731100,0,True,0,27,0.0,1464354.0,0,28,,0,0,0.0002855692942172909,0.0,12,0
100000008701222100,0,True,0,0,0.0,0.0,0,0,,0,0,0.0002855692942172909,0.0,104,34
100000008738325100,0,True,1,1,36550.0,54000.0,1,1,1.4774281805745555,1,1,0.0005285862410602083,1.981468513870874e-07,23,0
100000003134937100,1,False,1,0,10286.0,0.0,1,0,0.0,1,2,0.000286675224915866,0.0,2,0
100000005074393100,1,False,4,6,563026.0,685500.0,5,10,1.2175281425724567,1,6,0.0010600834163353942,0.00021697080226886072,14,0
100000001924185100,1,False,2,0,151000.0,0.0,2,0,0.0,2,8,0.0003102198760278653,0.0,10,0
100000004070318100,1,False,4,19,207246.55,551860.0,6,37,2.662818753798314,1,2,0.00031412234761755547,0.002073265129736242,0,0
100000005807278100,1,False,1,0,8385.0,0.0,1,0,0.0,1,1,0.0002929553322377627,0.0,46,6
100000003377795100,1,False,1,0,7000.0,0.0,1,0,0.0,1,1,0.00028597068988854644,0.0,11,0
100000004330371100,1,False,2,2,264171.0,90681.0,12,6,0.3432662934235779,1,2,0.00125427193015661,0.00033467003199279065,2,0
100000008165763100,1,False,15,17,1165815.0,1267858.0,26,17,1.087529324978663,1,6,0.0009102399259160803,0.0003452940332330958,1,0
100000001684867100,1,False,1,0,30550.0,0.0,1,0,0.0,1,2,0.00028885397075253017,0.0,2,0
100000003900547100,1,False,1,0,23700.0,0.0,1,0,0.0,1,2,0.00028811747208587257,0.0,2,0
100000006656003100,1,False,1,1,20000.0,9000.0,1,1,0.45,1,1,0.0002897670599476741,0.0,7,1
100000008237827100,1,False,1,0,40001.0,0.0,1,0,0.0,1,4,0.00029357895180421055,0.0,1,0
100000003014659100,1,False,1,0,280000.0,0.0,1,0,0.0,1,5,0.0003280369433880595,0.0,10,0
100000007939160100,1,False,1,2,795000.0,14300.0,2,2,0.017987421383647798,1,1,0.0006653456234025181,3.962937027741748e-07,54,5
100000007274584100,1,False,1,0,38000.0,0.0,1,0,0.0,1,4,0.0002931782787002525,0.0,1,0
100000001524952100,1,False,1,0,103807.0,0.0,1,0,0.0,1,1,0.00030504892931036134,0.0,0,0
100000003131693100,1,False,1,0,353277.0,0.0,1,0,0.0,1,4,0.0003563082208274809,0.0,1,0
100000008383405100,1,False,1,0,25000.0,0.0,2,0,0.0,1,1,0.0003060252661737654,0.0,26,0
100000008736173100,1,False,1,0,31060.0,0.0,1,0,0.0,1,1,0.000292088424396576,0.0,7,1
100000002861485100,1,False,1,0,29323.0,0.0,1,0,0.0,1,2,0.00028872204610085294,0.0,2,0
100000008745474100,1,False,1,0,40559.0,0.0,1,0,0.0,1,1,0.0002940821532302215,0.0,7,1
100000008691330100,1,False,1,0,21440.0,0.0,1,0,0.0,1,1,0.0002900692990802617,0.0,7,1
100000007639767100,1,False,4,10,90913.0,822244.0,4,13,9.044295095310902,1,2,0.000301440039227222,0.0025112211996485044,0,0
100000002921047100,1,False,2,1,338000.0,163000.02,2,1,0.48224857988165676,1,3,0.00031704809387447845,2.159800680119253e-05,11,0
100000004783447100,1,False,1,0,26200.0,0.0,1,0,0.0,1,1,0.0002910683673240929,0.0,7,1
100000008696919100,1,False,1,0,31945.0,0.0,1,0,0.0,1,1,0.00029227417553014546,0.0,7,1
100000008736940100,1,False,3,3,451090.0,182100.0,13,6,0.40368884258130305,1,1,0.002414156749076467,7.925874055483496e-07,69,4
100000005940652100,1,False,1,0,8395.0,0.0,1,0,0.0,1,4,0.00028808836221548404,0.0,31,0
100000004180097100,1,False,3,3,104854.0,47800.0,5,7,0.4558719743643542,1,1,0.0008565318930578582,0.0003136664657457594,0,0
100000005539201100,1,False,1,1,45504.0,25000.0,1,1,0.5494022503516175,1,2,0.0002904617957249677,4.197410801883135e-05,2,0
100000005620225100,1,False,2,0,49845.66,0.0,2,0,0.0,1,1,0.000296236243145001,0.0,0,0
100000004388353100,1,False,2,0,62960.0,0.0,2,0,0.0,1,6,0.00034075907407916386,0.0,10,0
100000007442518100,1,False,5,9,510000.0,4419999.0,8,12,8.666664705882352,1,4,0.0006487732246506228,0.0002522409418157623,30,0
100000000267734100,1,False,2,7,180000.0,282000.0,4,8,1.5666666666666667,1,1,0.0005373190777888428,3.5666433249675733e-06,11,0
100000001987030100,1,False,2,1,30864.0,19000.0,2,1,0.6156039398652151,1,3,0.0002938727535543705,5.706629319948117e-05,16,0
100000002603478100,1,False,1,0,23500.0,0.0,1,0,0.0,1,1,0.0002894692379814412,0.0,12,0
100000001380054100,1,False,2,3,127050.0,360000.0,2,4,2.833530106257379,1,1,0.0007164305424822365,2.774055919419224e-06,42,3
100000002992171100,1,False,1,0,14627.0,0.0,1,0,0.0,1,1,0.0002886393301842066,0.0,7,1
100000002781227100,1,False,2,3,191167.62,212420.0,8,10,1.1111714421092862,1,1,0.0023265921896669568,0.00013295653728073565,64,0
100000008745643100,1,False,1,0,20313.0,0.0,1,0,0.0,1,1,0.0002898327549813546,0.0,7,1
100000002836736100,1,False,2,0,509000.0,0.0,2,0,0.0,1,3,0.0004517900546889058,0.0,8,0
100000004188160100,1,False,2,5,87862.0,133846.0,5,6,1.5233661878855478,1,3,0.0002968274021349181,0.0024601048266471638,2,0
100000004841728100,1,False,1,0,52208.0,0.0,1,0,0.0,1,1,0.0002965271418798832,0.0,7,1
100000001554432100,1,False,1,0,53920.0,0.0,1,0,0.0,1,4,0.00029636604272574585,0.0,1,0
100000008768896100,1,False,1,0,47060.0,0.0,1,0,0.0,1,1,0.0002954466369808825,0.0,7,1
100000008232832100,1,False,1,1,337000.0,138000.0,2,1,0.4094955489614243,1,4,0.0004942271899045277,0.0,31,0
100000002864256100,1,False,1,0,135780.0,0.0,1,0,0.0,1,4,0.0003127573971935152,0.0,1,0
100000001929088100,1,False,2,0,396010.0,0.0,2,0,0.0,2,2,0.0003175873990634125,0.0,11,0
100000002794197100,1,False,1,0,30100.0,0.0,1,0,0.0,1,1,0.0002872952956036898,0.0,11,0
100000005669845100,1,False,1,0,20000.0,0.0,1,0,0.0,1,1,0.0003175358448925586,0.0,42,3
100000002211413100,1,False,1,0,37000.0,0.0,1,0,0.0,1,1,0.00029333516081849983,0.0,7,1
100000002784085100,1,False,1,0,200000.0,0.0,1,0,0.0,1,1,0.00030704796171737643,0.0,19,0
100000008782421100,1,False,1,0,49680.0,0.0,1,0,0.0,1,1,0.00029599654429156275,0.0,7,1
100000003739818100,1,False,1,0,57293.0,0.0,1,0,0.0,1,4,0.00029704144021682556,0.0,1,0
100000002214570100,1,False,1,0,26471.0,0.0,1,0,0.0,1,1,0.0002911252470497396,0.0,7,1
100000006443391100,1,False,3,2,86775.93,60041.71000000001,7,6,0.6919166409394865,1,1,0.0024195077535015437,1.1888811083225246e-06,19,0
100000005473151100,1,False,3,4,1220000.0,225000.0,4,6,0.18442622950819673,1,2,0.00046826743371965174,0.00024159762522697013,9,0
100000005124479100,1,False,2,2,137753.0,22000.0,2,2,0.15970614070110994,1,4,0.0003032300539809193,4.755524433290098e-05,0,0
100000005527892100,1,False,3,8,220001.0,552419.0,3,8,2.510984040981632,1,4,0.00031243167214621076,0.0004955713375099352,20,0
100000008028628100,1,False,1,0,57224.0,0.0,1,0,0.0,1,1,0.0002975799415250633,0.0,7,1
100000001953577100,1,False,1,0,15600.0,0.0,1,0,0.0,1,1,0.00028884355148698975,0.0,7,1
100000008193577100,1,False,2,5,154300.0,480180.0,6,16,3.1119896305897603,1,1,0.0012389478209868787,9.90734256935437e-07,62,4
100000008753193100,1,False,1,0,35225.0,0.0,1,0,0.0,1,1,0.0002929626091099283,0.0,7,1
100000008746025100,1,False,1,0,22000.0,0.0,1,0,0.0,1,1,0.0002901868365207124,0.0,7,1
100000002934441100,1,False,2,0,60845.6,0.0,2,0,0.0,1,1,0.00030248130107500554,0.0,0,0
100000003701161100,1,False,4,3,1527103.0,349000.0,13,7,0.22853730232996727,1,3,0.0016488161626324828,0.00021300786524111896,25,0
100000006707582100,1,False,2,14,39520.0,961138.0,2,15,24.320293522267207,1,1,0.000538055648514295,0.00036346737439438065,10,0
100000003239379100,1,False,1,0,92500.0,0.0,1,0,0.0,1,1,0.00030092013669320166,0.0,12,0
100000000979923100,1,False,1,0,97900.0,0.0,1,0,0.0,1,5,0.0003004178044094989,0.0,10,0
100000001111763100,1,False,1,0,17144.0,0.0,1,0,0.0,1,1,0.0002891676190013754,0.0,7,1
100000003865939100,1,False,1,0,81465.0,0.0,1,0,0.0,1,1,0.0005285862410602083,0.0,82,15
100000002858835100,1,False,1,0,24400.0,0.0,1,0,0.0,1,1,0.0002906905684083584,0.0,7,1
100000003404627100,1,False,4,0,877700.0,0.0,5,0,0.0,1,5,0.0013785777125656829,0.0,31,0
100000008691027100,1,False,1,0,17534.0,0.0,1,0,0.0,1,1,0.00028924947543311784,0.0,7,1
100000004071080100,1,False,9,2,238600.0,46500.0,16,5,0.19488683989941324,1,2,0.0013690045738923454,2.813685289696641e-05,0,0
100000002864680100,1,False,1,0,55932.0,0.0,1,0,0.0,1,1,0.00029485149228607616,0.0,12,0
100000001330685100,1,False,3,1,2435923.0,100500.0,7,1,0.04125746175063826,1,3,0.0004382160258847987,1.922024458454748e-05,4,0
100000008745725100,1,False,1,0,47060.0,0.0,1,0,0.0,1,1,0.0002954466369808825,0.0,7,1
100000002621949100,1,False,1,0,164612.0,0.0,1,0,0.0,1,4,0.00031853061405174546,0.0,1,0
100000007908818100,1,False,4,6,727475.0,302000.0,4,13,0.4151345407058662,2,8,0.00047538119204737646,0.00017753957884283033,1,0
100000008691495100,1,False,1,0,27000.0,0.0,1,0,0.0,1,1,0.0002912362779533082,0.0,7,1
100000003832231100,1,False,1,0,35000.0,0.0,1,0,0.0,1,4,0.00029257756939896605,0.0,1,0
100000002371751100,1,False,1,1,200000.0,250000.0,5,1,1.25,1,1,0.0005285862410602083,1.981468513870874e-07,63,12
100000002894076100,1,False,4,0,1122782.0,0.0,6,0,0.0,2,7,0.00038267994337591544,0.0,11,0
100000001362940100,1,False,1,0,81000.0,0.0,1,0,0.0,1,4,0.00030178844535202483,0.0,1,0
100000008741372100,1,False,1,0,35975.0,0.0,1,0,0.0,1,1,0.00029312002532481767,0.0,7,1
100000002618492100,1,False,2,0,296500.0,0.0,2,0,0.0,1,6,0.00036902681066638884,0.0,10,0
100000002750332100,1,False,1,0,11360.0,0.0,1,0,0.0,1,1,0.00028678928253129574,0.0,19,0
100000004948177100,1,False,3,0,437163.0,0.0,8,0,0.0,1,2,0.00042215807154897264,0.0,2,0
100000002511825100,1,False,1,0,65000.0,0.0,1,0,0.0,1,1,0.00029776670172400603,0.0,0,0
100000008566737100,1,False,2,0,230000.0,0.0,2,0,0.0,1,4,0.0003494638119095339,0.0,0,0
100000008661585100,1,False,1,0,43141.0,0.0,1,0,0.0,1,1,0.00029462408478601393,0.0,7,1
100000004759121100,1,False,6,2,710000.0,312000.0,10,6,0.4394366197183099,1,3,0.0014151796822407352,7.7079125189577e-05,0,0
100000004360785100,1,False,1,0,94705.0,0.0,1,0,0.0,1,2,0.00029575179147653256,0.0,2,0
100000005092518100,1,False,1,0,26144.0,0.0,1,0,0.0,1,1,0.0002910566135800478,0.0,7,1
100000008737958100,1,False,2,0,53373.0,0.0,2,0,0.0,1,1,0.00029962614026345346,0.0,18,1
100000003044518100,1,False,1,0,34423.0,0.0,1,0,0.0,1,1,0.00028754318610180955,0.0,11,0
100000004159526100,1,False,4,4,275037.0,68000.0,4,6,0.24723946232688693,1,3,0.0008532026216190938,9.788454458522118e-05,15,0
100000007544358100,1,False,2,1,322500.0,350000.0,2,3,1.0852713178294573,1,2,0.0003405716742742659,1.9616538287321655e-05,2,0
100000005901606100,1,False,1,0,35660.0,0.0,1,0,0.0,1,1,0.0002930539105145642,0.0,7,1
100000006658598100,1,False,1,0,9000.0,0.0,1,0,0.0,1,2,0.00028653695669903076,0.0,2,0
100000002793851100,1,False,1,0,11052.0,0.0,1,0,0.0,1,2,0.0002867575837448675,0.0,2,0
100000005612411100,1,False,3,8,115500.0,506997.0,4,8,4.389584415584416,1,3,0.00032720608268876,0.00015534713148747652,1,0
100000007511163100,1,False,2,3,63666.0,82052.0,2,3,1.2887883642760658,1,2,0.00033959732516021757,0.00013645713165524087,2,0
100000002648315100,1,False,1,2,132000.0,76000.0,1,3,0.5757575757575758,1,1,0.0002931384697323959,3.962937027741748e-07,11,0
100000004739664100,1,False,1,1,12000.0,10000.0,1,1,0.8333333333333334,1,1,0.00028808795365552084,1.387027959709612e-06,7,1
100000003713616100,1,False,1,0,15893.0,0.0,1,0,0.0,1,2,0.00028727807864198997,0.0,2,0
100000003476560100,1,False,1,0,50000.0,0.0,1,0,0.0,1,4,0.00029558111590539824,0.0,1,0
100000008782800100,1,False,1,0,43381.0,0.0,1,0,0.0,1,1,0.0002946744579747786,0.0,7,1
100000004218576100,1,False,1,0,26144.0,0.0,1,0,0.0,1,1,0.0002910566135800478,0.0,7,1
100000003299365100,1,False,1,1,200000.0,200000.0,1,1,1.0,1,4,0.0003256165809697203,0.0,1,0
100000008730021100,1,False,1,0,75555.0,0.0,3,0,0.0,1,2,0.00046813825917664217,0.0,16,0
100000002757797100,1,False,1,0,100000.0,0.0,1,0,0.0,1,1,0.00030216479959665387,0.0,12,0
100000002845605100,1,False,1,0,57567.0,0.0,1,0,0.0,1,1,0.00029637188126250733,0.0,0,0
100000000817146100,1,False,1,0,70020.0,0.0,1,0,0.0,1,4,0.0005894684786410261,0.0,2,0
100000002957306100,1,False,2,0,398490.0,0.0,2,0,0.0,2,8,0.00035518687962427057,0.0,10,0
100000008188026100,1,False,2,4,86468.0,337983.17,5,4,3.9087659018365173,1,2,0.0002993035967853829,8.203279647425419e-05,16,0
100000004790991100,1,False,1,0,239413.0,0.0,4,0,0.0,1,2,0.0003113105139662674,0.0,2,0
100000002973903100,1,False,3,0,92880.0,0.0,3,0,0.0,1,4,0.00031686903979445306,0.0,12,0
100000004325327100,1,False,2,1,70817.0,70000.0,3,1,0.988463222107686,1,2,0.00029579231968135573,3.844048916909496e-05,0,0
100000001477796100,1,False,1,0,182000.0,0.0,1,0,0.0,1,1,0.0003306619019813842,0.0,1,0
100000007536804100,1,False,1,2,100000.0,55000.0,1,2,0.55,1,1,0.00029130351809237046,7.925874055483496e-07,11,0
100000008665380100,1,False,2,1,69100.0,18200.0,2,1,0.2633863965267728,1,2,0.00029077432850192693,1.922024458454748e-05,0,0
100000001870116100,1,False,1,0,24000.0,0.0,1,0,0.0,1,1,0.00029060661309375074,0.0,7,1
100000001074553100,1,False,2,0,28971.0,0.0,2,0,0.0,2,2,0.0002894987523363481,0.0,19,0
100000000978041100,1,False,1,0,44445.0,0.0,1,0,0.0,1,1,0.00029489777911163493,0.0,7,1
100000002603769100,1,False,3,0,1185368.0,0.0,3,0,0.0,1,3,0.0005415388680707106,0.0,0,0
100000005034574100,1,False,1,0,258816.0,0.0,16,0,0.0,1,1,0.0004250866895938891,0.0,67,13
100000002958286100,1,False,1,0,257000.0,0.0,1,0,0.0,1,1,0.0003131693819549008,0.0,19,0
100000005634552100,1,False,1,3,25850.0,1196000.0,1,4,46.2669245647969,1,2,0.00028834863590095484,2.917712386674862e-05,0,0
100000008736760100,1,False,1,0,54757.0,0.0,1,0,0.0,1,1,0.00029706214712222056,0.0,7,1
100000008701944100,1,False,1,0,52124.0,0.0,1,0,0.0,1,2,0.0004115202535123902,0.0,16,0
100000008748408100,1,False,1,21,360000.0,1499960.0,2,22,4.166555555555555,1,1,0.0003340545949423307,7.1332866499351465e-06,8,0
100000008486520100,1,False,1,1,35720.0,14000.0,2,1,0.3919372900335946,1,2,0.00028940983908926294,1.922024458454748e-05,2,0
100000003163256100,1,False,1,1,13485.0,15000.0,1,1,1.1123470522803114,1,2,0.00028701917516909777,1.922024458454748e-05,2,0
100000003102157100,1,False,1,0,96746.0,0.0,2,0,0.0,1,1,0.0003037239155502857,0.0,0,0
100000004741837100,1,False,1,0,25596.0,0.0,1,0,0.0,1,2,0.0002883213263153591,0.0,2,0
100000008443341100,1,False,2,3,34500.0,50000.0,2,4,1.4492753623188406,1,1,0.000668969993048666,0.0003600989624119565,12,0
100000004792397100,1,False,1,0,73520.0,0.0,1,0,0.0,1,1,0.0003010002810421795,0.0,7,1
100000003809101100,1,False,2,2,166050.0,55200.0,3,4,0.3324299909665763,1,5,0.00036194707754243303,0.00013333962119341738,10,0
100000002838861100,1,False,5,1,554523.95,10000.0,5,1,0.018033486200190272,2,4,0.002119918647260691,1.9418391435934565e-05,19,0
100000008560717100,1,False,7,1,529000.0,25000.0,9,1,0.04725897920604915,1,3,0.0003308341565552128,1.922024458454748e-05,4,0
100000008693069100,1,False,1,0,20000.0,0.0,1,0,0.0,1,1,0.0002897670599476741,0.0,7,1
100000008672162100,1,False,1,0,15550.0,0.0,1,0,0.0,1,1,0.0002888330570726638,0.0,7,1
100000007311010100,1,False,2,1,64480.0,20000.0,2,1,0.31017369727047145,1,4,0.0003093598362490275,2.3975769017837576e-05,1,0
100000005505655100,1,False,2,1,33070.0,20000.0,2,1,0.6047777441790142,1,2,0.00032150802112552193,0.0002690834241836647,27,0
100000004707703100,1,False,2,5,239300.0,231650.0,3,6,0.9680317592979524,1,2,0.000635562438434635,0.00010710478506958704,2,0
100000004005964100,1,False,3,3,97900.0,72000.0,9,5,0.7354443309499489,1,1,0.0004045246914881722,4.953671284677185e-07,65,2
100000008244300100,1,False,5,0,65430.0,0.0,6,0,0.0,1,3,0.000479365914728666,0.0,4,0
100000002692044100,1,False,1,0,97000.0,0.0,1,0,0.0,1,1,0.000301666934435273,0.0,12,0
100000001103905100,1,False,1,0,18000.0,0.0,1,0,0.0,1,1,0.00028934728337463573,0.0,7,1
100000008755361100,1,False,1,0,14627.0,0.0,1,0,0.0,1,1,0.0002886393301842066,0.0,7,1
100000002810870100,1,False,1,0,33677.0,0.0,1,0,0.0,1,1,0.00029263770204239665,0.0,7,1
100000005897462100,1,False,1,0,98400.0,0.0,1,0,0.0,1,5,0.0003004936394973039,0.0,10,0
100000000941942100,1,False,1,0,130000.0,0.0,1,0,0.0,1,4,0.00031160003060637,0.0,1,0
100000008723830100,1,False,2,1,459785.0,455000.0,2,1,0.9895929619278576,1,2,0.0003402309877065733,1.9616538287321655e-05,2,0
100000008776576100,1,False,1,0,14765.0,0.0,1,0,0.0,1,1,0.00028866829476774624,0.0,7,1
100000005432267100,1,False,2,0,350001.0,0.0,2,0,0.0,1,4,0.0003423334858506325,0.0,1,0
100000006745291100,1,False,1,0,82534.0,0.0,1,0,0.0,1,5,0.0002980872404910774,0.0,10,0
